Subject,Start Date,End Date,Start Time,End Time,Description
I233-オペレーティングシステム特論,2020/12/12,2020/12/12,13:50:00,17:20:00,講師:田中（清）
I233-オペレーティングシステム特論,2020/12/19,2020/12/19,13:50:00,17:20:00,講師:田中（清）
I233-オペレーティングシステム特論,2020/12/26,2020/12/26,13:50:00,17:20:00,講師:田中（清）
I419-画像情報処理特論,2020/10/31,2020/10/31,09:20:00,12:50:00,講師:吉高
I419-画像情報処理特論,2020/11/14,2020/11/14,09:20:00,12:50:00,講師:吉高
I419-画像情報処理特論,2020/11/21,2020/11/21,09:20:00,12:50:00,講師:吉高
I419-画像情報処理特論,2020/11/28,2020/11/28,09:20:00,12:50:00,講師:吉高
I419-画像情報処理特論,2020/12/05,2020/12/05,09:20:00,12:50:00,講師:吉高
I419-画像情報処理特論,2020/12/12,2020/12/12,09:20:00,12:50:00,講師:吉高
I419-画像情報処理特論,2020/12/19,2020/12/19,09:20:00,12:50:00,講師:吉高
I419-画像情報処理特論,2020/12/26,2020/12/26,09:20:00,12:50:00,講師:吉高
I427-システム制御理論,2020/05/23,2020/05/23,13:50:00,17:20:00,講師:浅野（⽂）
I427-システム制御理論,2020/05/30,2020/05/30,13:50:00,17:20:00,講師:浅野（⽂）
I427-システム制御理論,2020/05/31,2020/05/31,13:50:00,17:20:00,講師:浅野（⽂）
I427-システム制御理論,2020/06/06,2020/06/06,13:50:00,17:20:00,講師:浅野（⽂）
I427-システム制御理論,2020/06/07,2020/06/07,13:50:00,17:20:00,講師:浅野（⽂）
I427-システム制御理論,2020/06/21,2020/06/21,09:20:00,12:50:00,講師:浅野（⽂）
I427-システム制御理論,2020/06/27,2020/06/27,13:50:00,17:20:00,講師:浅野（⽂）
I427-システム制御理論,2020/06/28,2020/06/28,13:50:00,17:20:00,講師:浅野（⽂）
I427-システム制御理論,2020/07/11,2020/07/11,13:50:00,17:20:00,講師:浅野（⽂）
I432-離散状態システムの理論,2020/10/25,2020/10/25,09:20:00,12:50:00,講師:平石
I432-離散状態システムの理論,2020/11/01,2020/11/01,09:20:00,12:50:00,講師:平石
I432-離散状態システムの理論,2020/11/15,2020/11/15,09:20:00,12:50:00,講師:平石
I432-離散状態システムの理論,2020/11/22,2020/11/22,09:20:00,12:50:00,講師:平石
I432-離散状態システムの理論,2020/11/29,2020/11/29,09:20:00,12:50:00,講師:平石
I432-離散状態システムの理論,2020/12/06,2020/12/06,09:20:00,12:50:00,講師:平石
I432-離散状態システムの理論,2020/12/13,2020/12/13,09:20:00,12:50:00,講師:平石
I432-離散状態システムの理論,2020/12/20,2020/12/20,09:20:00,12:50:00,講師:平石
I439-⾳声情報処理特論,2020/05/23,2020/05/23,13:50:00,17:20:00,講師:党
I439-⾳声情報処理特論,2020/05/24,2020/05/24,13:50:00,17:20:00,講師:党
I439-⾳声情報処理特論,2020/05/30,2020/05/30,13:50:00,17:20:00,講師:党
I439-⾳声情報処理特論,2020/05/31,2020/05/31,13:50:00,17:20:00,講師:党
I439-⾳声情報処理特論,2020/06/06,2020/06/06,13:50:00,17:20:00,講師:党
I439-⾳声情報処理特論,2020/06/13,2020/06/13,13:50:00,17:20:00,講師:⾚⽊
I439-⾳声情報処理特論,2020/06/14,2020/06/14,13:50:00,17:20:00,講師:⾚⽊
I439-⾳声情報処理特論,2020/06/20,2020/06/20,13:50:00,17:20:00,講師:⾚⽊
I439-⾳声情報処理特論,2020/06/21,2020/06/21,13:50:00,17:20:00,講師:⾚⽊
I439-⾳声情報処理特論,2020/06/27,2020/06/27,13:50:00,17:20:00,講師:⾚⽊
I441-高機能コンピュータネットワーク,2020/10/25,2020/10/25,09:20:00,12:50:00,講師:篠田
I441-高機能コンピュータネットワーク,2020/11/01,2020/11/01,09:20:00,12:50:00,講師:篠田
I441-高機能コンピュータネットワーク,2020/11/15,2020/11/15,09:20:00,12:50:00,講師:篠田
I441-高機能コンピュータネットワーク,2020/11/22,2020/11/22,09:20:00,12:50:00,講師:篠田
I441-高機能コンピュータネットワーク,2020/11/29,2020/11/29,09:20:00,12:50:00,講師:篠田
I441-高機能コンピュータネットワーク,2020/12/06,2020/12/06,09:20:00,12:50:00,講師:篠田
I441-高機能コンピュータネットワーク,2020/12/13,2020/12/13,09:20:00,12:50:00,講師:篠田
I441-高機能コンピュータネットワーク,2020/12/20,2020/12/20,09:20:00,12:50:00,講師:篠田
I448-遠隔教育システム工学,2021/01/17,2021/01/17,09:20:00,12:50:00,講師：長谷川
I448-遠隔教育システム工学,2021/01/30,2021/01/30,09:20:00,12:50:00,講師：長谷川
I448-遠隔教育システム工学,2021/01/31,2021/01/31,09:20:00,12:50:00,講師：長谷川
I448-遠隔教育システム工学,2021/02/14,2021/02/14,09:20:00,12:50:00,講師：長谷川
I448-遠隔教育システム工学,2021/02/20,2021/02/20,09:20:00,12:50:00,講師：長谷川
I448-遠隔教育システム工学,2021/03/13,2021/03/13,09:20:00,12:50:00,講師：長谷川
I448-遠隔教育システム工学,2021/03/14,2021/03/14,09:20:00,12:50:00,講師：長谷川
I466-国際標準化概論,2020/10/16,2020/10/16,17:10:00,18:50:00,講師:大西
I466-国際標準化概論,2020/10/23,2020/10/23,17:10:00,18:50:00,講師:大西
I466-国際標準化概論,2020/10/30,2020/10/30,17:10:00,18:50:00,講師:大西
I466-国際標準化概論,2020/11/06,2020/11/06,17:10:00,18:50:00,講師:大西
I466-国際標準化概論,2020/11/13,2020/11/13,17:10:00,18:50:00,講師:大西
I466-国際標準化概論,2020/11/20,2020/11/20,17:10:00,18:50:00,講師:大西
I466-国際標準化概論,2020/11/27,2020/11/27,17:10:00,18:50:00,講師:大西
I466-国際標準化概論,2020/12/11,2020/12/11,17:10:00,18:50:00,講師:大西
I466-国際標準化概論,2020/12/18,2020/12/18,17:10:00,18:50:00,講師:大西
I466-国際標準化概論,2020/12/25,2020/12/25,17:10:00,18:50:00,講師:大西
I466-国際標準化概論,2021/01/08,2021/01/08,17:10:00,18:50:00,講師:大西
I466-国際標準化概論,2021/01/15,2021/01/15,17:10:00,18:50:00,講師:大西
I466-国際標準化概論,2021/01/22,2021/01/22,17:10:00,18:50:00,講師:大西
I466-国際標準化概論,2021/01/29,2021/01/29,17:10:00,18:50:00,講師:大西
I466-国際標準化概論,2021/02/05,2021/02/05,17:10:00,18:50:00,講師:大西
I470f-統合アーキテクチャ,2020/05/23,2020/05/23,13:50:00,17:20:00,講師:⽥中（清）
I470f-統合アーキテクチャ,2020/05/30,2020/05/30,13:50:00,17:20:00,講師:⽥中（清）
I470f-統合アーキテクチャ,2020/06/06,2020/06/06,13:50:00,17:20:00,講師:⽥中（清）
I470f-統合アーキテクチャ,2020/06/13,2020/06/13,13:50:00,17:20:00,講師:⽥中（清）
I470f-統合アーキテクチャ,2020/06/20,2020/06/20,13:50:00,17:20:00,講師:⽥中（清）
I472-IoT技術特論,2020/05/31,2020/05/31,13:50:00,17:20:00,講師:丹
I472-IoT技術特論,2020/06/07,2020/06/07,13:50:00,17:20:00,講師:丹
I472-IoT技術特論,2020/06/14,2020/06/14,13:50:00,17:20:00,講師:丹
I472-IoT技術特論,2020/06/21,2020/06/21,13:50:00,17:20:00,講師:丹
I472-IoT技術特論,2020/06/28,2020/06/28,13:50:00,17:20:00,講師:丹
I472f-コデザイン,2021/01/23,2021/01/23,09:20:00,17:20:00,講師：若林
I472f-コデザイン,2021/01/24,2021/01/24,09:20:00,17:20:00,講師：若林
I478f-プロジェクトマネジメント,2021/01/30,2021/01/30,09:20:00,17:20:00,講師：井澤
I478f-プロジェクトマネジメント,2021/01/31,2021/01/31,09:20:00,17:20:00,講師：井澤
K114-実践的社会調査法,2020/06/01,2020/06/01,18:30:00,21:55:00,講師:佐藤（那）
K114-実践的社会調査法,2020/06/02,2020/06/02,18:30:00,21:55:00,講師:佐藤（那）
K114-実践的社会調査法,2020/06/03,2020/06/03,18:30:00,21:55:00,講師:佐藤（那）
K114-実践的社会調査法,2020/06/04,2020/06/04,18:30:00,21:55:00,講師:佐藤（那）
K114-実践的社会調査法,2020/06/05,2020/06/05,18:30:00,21:55:00,講師:佐藤（那）
K114-実践的社会調査法,2020/06/06,2020/06/06,09:20:00,17:20:00,講師:佐藤（那）
K122-医療サービスサイエンス基礎,2020/05/18,2020/05/18,18:30:00,21:55:00,講師:佐藤（信）・池⽥
K122-医療サービスサイエンス基礎,2020/06/11,2020/06/11,18:30:00,20:10:00,講師:池⽥
K124-プロジェクトマネジメント実践論,2020/05/25,2020/05/25,18:30:00,21:55:00,講師:光藤
K124-プロジェクトマネジメント実践論,2020/05/26,2020/05/26,18:30:00,21:55:00,講師:光藤
K124-プロジェクトマネジメント実践論,2020/05/27,2020/05/27,18:30:00,21:55:00,講師:光藤
K124-プロジェクトマネジメント実践論,2020/05/28,2020/05/28,18:30:00,21:55:00,講師:光藤
K124-プロジェクトマネジメント実践論,2020/05/29,2020/05/29,18:30:00,21:55:00,講師:光藤
K124-プロジェクトマネジメント実践論,2020/05/30,2020/05/30,09:20:00,17:20:00,講師:光藤
K211-社会科学方法論,2020/05/23,2020/05/23,09:20:00,15:30:00,講師:伊藤
K211-社会科学方法論,2020/06/13,2020/06/13,09:20:00,15:30:00,講師:伊藤
K211-社会科学方法論,2020/07/23,2020/07/23,09:20:00,15:30:00,講師:伊藤
K211-社会科学方法論,2020/08/02,2020/08/02,09:20:00,12:50:00,講師:伊藤
K211-社会科学方法論,2020/09/13,2020/09/13,09:20:00,15:30:00,講師:伊藤
K213-システム科学⽅法論,2020/07/09,2020/07/09,18:30:00,21:55:00,講師:林
K213-システム科学⽅法論,2020/07/10,2020/07/10,18:30:00,21:55:00,講師:林
K213-システム科学⽅法論,2020/07/11,2020/07/11,09:20:00,17:20:00,講師:林
K213-システム科学⽅法論,2020/07/17,2020/07/17,18:30:00,21:55:00,講師:林
K213-システム科学⽅法論,2020/07/18,2020/07/18,09:20:00,17:20:00,講師:林
K215-イノベーションマネジメント概論,2020/10/19,2020/10/19,18:30:00,21:55:00,講師:内平
K215-イノベーションマネジメント概論,2020/10/20,2020/10/20,18:30:00,21:55:00,講師:内平
K215-イノベーションマネジメント概論,2020/10/21,2020/10/21,18:30:00,21:55:00,講師:内平
K215-イノベーションマネジメント概論,2020/10/22,2020/10/22,18:30:00,21:55:00,講師:内平
K215-イノベーションマネジメント概論,2020/10/23,2020/10/23,18:30:00,21:55:00,講師:内平
K215-イノベーションマネジメント概論,2020/10/24,2020/10/24,09:20:00,17:20:00,講師:内平
K239EJ-社会科学実践的方法論,2021/01/24,2021/01/24,09:20:00,15:30:00,講師：Kim
K239EJ-社会科学実践的方法論,2021/02/14,2021/02/14,09:20:00,15:30:00,講師：Kim
K239EJ-社会科学実践的方法論,2021/02/23,2021/02/23,09:20:00,12:50:00,講師：Kim
K239EJ-社会科学実践的方法論,2021/03/14,2021/03/14,09:20:00,15:30:00,講師：Kim
K411-知識経営論,2020/06/28,2020/06/28,09:20:00,19:10:00,講師:遠⼭
K411-知識経営論,2020/07/12,2020/07/12,09:20:00,19:10:00,講師:遠⼭
K411-知識経営論,2020/07/19,2020/07/19,09:20:00,17:20:00,講師:遠⼭
K413-比較知識制度論,2020/09/10,2020/09/10,18:30:00,21:55:00,講師:永田
K413-比較知識制度論,2020/09/11,2020/09/11,18:30:00,21:55:00,講師:永田
K413-比較知識制度論,2020/09/12,2020/09/12,11:10:00,17:20:00,講師:永田
K413-比較知識制度論,2020/09/17,2020/09/17,18:30:00,21:55:00,講師:永田
K413-比較知識制度論,2020/09/18,2020/09/18,18:30:00,21:55:00,講師:永田
K413-比較知識制度論,2020/09/19,2020/09/19,11:10:00,17:20:00,講師:永田
K420-研究・新事業開発における知識創造・活用マネジメント,2021/01/25,2021/01/25,18:30:00,21:55:00,講師：佐藤（治）
K420-研究・新事業開発における知識創造・活用マネジメント,2021/01/26,2021/01/26,18:30:00,21:55:00,講師：佐藤（治）
K420-研究・新事業開発における知識創造・活用マネジメント,2021/01/27,2021/01/27,18:30:00,21:55:00,講師：佐藤（治）
K420-研究・新事業開発における知識創造・活用マネジメント,2021/01/28,2021/01/28,18:30:00,21:55:00,講師：佐藤（治）
K420-研究・新事業開発における知識創造・活用マネジメント,2021/01/29,2021/01/29,18:30:00,21:55:00,講師：佐藤（治）
K420-研究・新事業開発における知識創造・活用マネジメント,2021/01/30,2021/01/30,09:20:00,17:20:00,講師：佐藤（治）
K422-知的財産マネジメント論,2020/05/24,2020/05/24,09:20:00,19:10:00,講師:外川
K422-知的財産マネジメント論,2020/06/14,2020/06/14,09:20:00,19:10:00,講師:外川
K422-知的財産マネジメント論,2020/06/21,2020/06/21,09:20:00,17:20:00,講師:外川
K432-研究・イノベーション政策論,2020/08/24,2020/08/24,18:30:00,21:55:00,講師:平澤
K432-研究・イノベーション政策論,2020/08/25,2020/08/25,18:30:00,21:55:00,講師:平澤
K432-研究・イノベーション政策論,2020/08/26,2020/08/26,18:30:00,21:55:00,講師:平澤
K432-研究・イノベーション政策論,2020/08/27,2020/08/27,18:30:00,21:55:00,講師:平澤
K432-研究・イノベーション政策論,2020/08/28,2020/08/28,18:30:00,21:55:00,講師:平澤
K432-研究・イノベーション政策論,2020/08/29,2020/08/29,09:20:00,17:20:00,講師:平澤
K433-技術経営改⾰実践論,2020/07/27,2020/07/27,18:30:00,21:55:00,講師:野元
K433-技術経営改⾰実践論,2020/07/28,2020/07/28,18:30:00,21:55:00,講師:野元
K433-技術経営改⾰実践論,2020/07/29,2020/07/29,18:30:00,21:55:00,講師:野元
K433-技術経営改⾰実践論,2020/07/30,2020/07/30,18:30:00,21:55:00,講師:野元
K433-技術経営改⾰実践論,2020/07/31,2020/07/31,18:30:00,21:55:00,講師:野元
K433-技術経営改⾰実践論,2020/08/01,2020/08/01,09:20:00,17:20:00,講師:野元
K440-マーケティング論,2021/03/11,2021/03/11,18:30:00,21:55:00,講師：山岡
K440-マーケティング論,2021/03/12,2021/03/12,18:30:00,21:55:00,講師：山岡
K440-マーケティング論,2021/03/13,2021/03/13,09:20:00,17:20:00,講師：山岡
K440-マーケティング論,2021/03/15,2021/03/15,18:30:00,21:55:00,講師：白肌
K443-経営戦略論,2020/12/02,2020/12/02,18:30:00,21:55:00,講師:遠山
K443-経営戦略論,2020/12/06,2020/12/06,09:20:00,17:20:00,講師:遠山
K443-経営戦略論,2020/12/13,2020/12/13,09:20:00,17:20:00,講師:遠山
K443-経営戦略論,2020/12/20,2020/12/20,09:20:00,17:20:00,講師:遠山
K448-サービスイノベーション論,2020/05/11,2020/05/11,18:30:00,21:55:00,講師:⼩坂
K448-サービスイノベーション論,2020/05/12,2020/05/12,18:30:00,21:55:00,講師:⼩坂
K448-サービスイノベーション論,2020/05/13,2020/05/13,18:30:00,21:55:00,講師:⼩坂
K448-サービスイノベーション論,2020/05/14,2020/05/14,18:30:00,21:55:00,講師:⽩肌
K448-サービスイノベーション論,2020/05/15,2020/05/15,18:30:00,21:55:00,講師:⽩肌
K448-サービスイノベーション論,2020/05/16,2020/05/16,09:20:00,17:20:00,講師:⼩坂
K452-サービスサイエンス論,2021/02/15,2021/02/15,18:30:00,21:55:00,講師：神田
K452-サービスサイエンス論,2021/02/16,2021/02/16,18:30:00,21:55:00,講師：神田
K452-サービスサイエンス論,2021/02/17,2021/02/17,18:30:00,21:55:00,講師：奥和田
K452-サービスサイエンス論,2021/02/18,2021/02/18,18:30:00,21:55:00,講師：神田
K452-サービスサイエンス論,2021/02/19,2021/02/19,18:30:00,21:55:00,講師：杉山
K452-サービスサイエンス論,2021/02/20,2021/02/20,09:20:00,17:20:00,講師：神田
K458-ビジネスエスノグラフィ,2020/08/31,2020/08/31,18:30:00,21:55:00,講師:伊藤
K458-ビジネスエスノグラフィ,2020/09/01,2020/09/01,18:30:00,21:55:00,講師:伊藤
K458-ビジネスエスノグラフィ,2020/09/02,2020/09/02,18:30:00,21:55:00,講師:伊藤
K458-ビジネスエスノグラフィ,2020/09/03,2020/09/03,18:30:00,21:55:00,講師:伊藤
K458-ビジネスエスノグラフィ,2020/09/04,2020/09/04,18:30:00,21:55:00,講師:伊藤
K458-ビジネスエスノグラフィ,2020/09/05,2020/09/05,11:10:00,19:10:00,講師:伊藤
K465-オープンイノベーション論,2020/05/21,2020/05/21,18:30:00,21:55:00,講師:安永
K465-オープンイノベーション論,2020/06/09,2020/06/09,18:30:00,21:55:00,講師:安永
K465-オープンイノベーション論,2020/06/16,2020/06/16,18:30:00,21:55:00,講師:安永
K465-オープンイノベーション論,2020/06/23,2020/06/23,18:30:00,21:55:00,講師:安永
K465-オープンイノベーション論,2020/06/30,2020/06/30,18:30:00,21:55:00,講師:安永
K465-オープンイノベーション論,2020/07/07,2020/07/07,18:30:00,21:55:00,講師:安永
K465-オープンイノベーション論,2020/07/16,2020/07/16,18:30:00,21:55:00,講師:安永
K470-知識創造論,2020/12/07,2020/12/07,18:30:00,21:55:00,講師:由井薗
K470-知識創造論,2020/12/08,2020/12/08,18:30:00,21:55:00,講師:由井薗
K470-知識創造論,2020/12/09,2020/12/09,18:30:00,21:55:00,講師:由井薗
K470-知識創造論,2020/12/10,2020/12/10,18:30:00,21:55:00,講師:由井薗
K470-知識創造論,2020/12/11,2020/12/11,18:30:00,21:55:00,講師:由井薗
K470-知識創造論,2020/12/12,2020/12/12,09:20:00,17:20:00,講師:由井薗
K475-ベンチャービジネス・マネジメント,2020/10/25,2020/10/25,09:20:00,17:20:00,講師:姜
K475-ベンチャービジネス・マネジメント,2020/10/31,2020/10/31,09:20:00,17:20:00,講師:姜
K475-ベンチャービジネス・マネジメント,2020/11/01,2020/11/01,09:20:00,17:20:00,講師:姜
K475-ベンチャービジネス・マネジメント,2020/11/03,2020/11/03,09:20:00,12:50:00,講師:姜
K476-科学技術と哲学と倫理,2020/06/20,2020/06/20,09:20:00,17:20:00,講師:⽔本
K476-科学技術と哲学と倫理,2020/06/27,2020/06/27,09:20:00,15:30:00,講師:⽔本
K476-科学技術と哲学と倫理,2020/09/20,2020/09/20,09:20:00,17:20:00,講師:山田
K476-科学技術と哲学と倫理,2020/09/21,2020/09/21,09:20:00,15:30:00,講師:山田
K477-医療サービス情報経営論,2021/03/20,2021/03/20,09:20:00,15:30:00,講師:荒木・鈴木・池田
K477-医療サービス情報経営論,2021/03/21,2021/03/21,09:20:00,15:30:00,講師:荒木・鈴木・池田
K489-観光地域サービス論,2020/12/14,2020/12/14,18:30:00,21:55:00,講師:坂村
K489-観光地域サービス論,2020/12/15,2020/12/15,18:30:00,21:55:00,講師:坂村
K489-観光地域サービス論,2020/12/16,2020/12/16,18:30:00,21:55:00,講師:坂村
K489-観光地域サービス論,2020/12/17,2020/12/17,18:30:00,21:55:00,講師:坂村
K489-観光地域サービス論,2020/12/18,2020/12/18,18:30:00,21:55:00,講師:敷田
K489-観光地域サービス論,2020/12/19,2020/12/19,09:20:00,17:20:00,講師:敷田
K490-データサイエンス論,2021/01/18,2021/01/18,18:30:00,21:55:00,講師：Dam
K490-データサイエンス論,2021/01/19,2021/01/19,18:30:00,21:55:00,講師：Dam
K490-データサイエンス論,2021/01/20,2021/01/20,18:30:00,21:55:00,講師：Dam
K490-データサイエンス論,2021/01/21,2021/01/21,18:30:00,21:55:00,講師：磯貝
K490-データサイエンス論,2021/01/22,2021/01/22,18:30:00,21:55:00,講師：磯貝
K490-データサイエンス論,2021/01/23,2021/01/23,13:50:00,15:30:00,講師：Dam
K490-データサイエンス論,2021/01/23,2021/01/23,11:10:00,12:50:00,講師：磯貝
K491-IoTイノベーションデザイン,2020/05/10,2020/05/10,09:20:00,17:20:00,講師:内平位野⽊
K491-IoTイノベーションデザイン,2020/05/17,2020/05/17,09:20:00,17:20:00,講師:内平
K493-ビジネス分析のためのデータサイエンス,2020/10/12,2020/10/12,18:30:00,21:55:00,講師:Huynh
K493-ビジネス分析のためのデータサイエンス,2020/10/13,2020/10/13,18:30:00,21:55:00,講師:Huynh
K493-ビジネス分析のためのデータサイエンス,2020/10/14,2020/10/14,18:30:00,21:55:00,講師:Huynh
K493-ビジネス分析のためのデータサイエンス,2020/10/15,2020/10/15,18:30:00,21:55:00,講師:Huynh
K493-ビジネス分析のためのデータサイエンス,2020/11/04,2020/11/04,18:30:00,21:55:00,講師:Huynh
K493-ビジネス分析のためのデータサイエンス,2020/11/05,2020/11/05,18:30:00,21:55:00,講師:Huynh
K493-ビジネス分析のためのデータサイエンス,2020/11/06,2020/11/06,18:30:00,21:55:00,講師:Huynh
K494-機械学習工学,2021/03/01,2021/03/01,18:30:00,21:55:00,講師：吉岡
K494-機械学習工学,2021/03/02,2021/03/02,18:30:00,21:55:00,講師：吉岡
K494-機械学習工学,2021/03/03,2021/03/03,18:30:00,21:55:00,講師：鷲崎
K494-機械学習工学,2021/03/04,2021/03/04,18:30:00,21:55:00,講師：内平
K620-先端知識科学特論,2020/11/11,2020/11/11,18:30:00,20:10:00,講師:橋本・郷右近・佐藤（那）
K620-先端知識科学特論,2020/11/18,2020/11/18,18:30:00,20:10:00,講師:郷右近
K620-先端知識科学特論,2020/11/19,2020/11/19,18:30:00,21:55:00,講師:郷右近
K620-先端知識科学特論,2020/11/20,2020/11/20,18:30:00,21:55:00,講師:郷右近
K620-先端知識科学特論,2020/11/24,2020/11/24,18:30:00,21:55:00,講師:橋本
K620-先端知識科学特論,2020/11/25,2020/11/25,18:30:00,21:55:00,講師:橋本
K620-先端知識科学特論,2020/11/30,2020/11/30,18:30:00,21:55:00,講師:佐藤（那）
K620-先端知識科学特論,2020/12/01,2020/12/01,18:30:00,21:55:00,講師:佐藤（那）
K623-次世代知識科学特論,2020/10/26,2020/10/26,18:30:00,21:55:00,講師:日高
K623-次世代知識科学特論,2020/10/27,2020/10/27,18:30:00,21:55:00,講師:金井
K623-次世代知識科学特論,2020/10/29,2020/10/29,18:30:00,21:55:00,講師:藤波
K623-次世代知識科学特論,2020/10/30,2020/10/30,18:30:00,21:55:00,講師:吉高
K623-次世代知識科学特論,2020/11/13,2020/11/13,18:30:00,21:55:00,講師:林
K623-次世代知識科学特論,2020/11/14,2020/11/14,09:20:00,17:20:00,講師:西本・宮田
K628-次世代技術・サービス経営特論,2020/12/03,2020/12/03,18:30:00,21:55:00,講師:白肌
K628-次世代技術・サービス経営特論,2020/12/04,2020/12/04,18:30:00,21:55:00,講師:白肌
K628-次世代技術・サービス経営特論,2020/12/05,2020/12/05,11:10:00,17:20:00,講師:白肌
K629-IoT・AIイノベーション特論,2020/05/09,2020/05/09,09:20:00,12:50:00,講師:内平
